1e-06,2.65087944393831e+21,2338972.00598085,486942.007255396,5.22173835511147e-11,3.6817713901259e-13,2.21879227534946e-13,0.0600813654402103,2.36176032659037e-12,2.40388108418764e-12
0.0001,1.32486682777288e+21,4516817.9319072,486646.185737849,1.32384133907018e-10,3.11757441631754e-13,2.24160205821653e-13,0.000906495041573106,2.23979352817696e-12,1.84847699191148e-12
0.01,3.70675328850892e+22,4905580.88566223,458812.959721674,2.93188702653613e-11,3.05030344918399e-13,1.13282324663314e-13,1.76999010532984e-05,3.13750407577758e-12,1.49555825308673e-12
1,5.37380564567246e+20,4892205.75213299,77317.1707008941,1.85673054868559e-10,4.14918269647266e-13,2.25722068829938e-13,6.68047782762056e-07,2.19718121605336e-12,1.48949444502992e-12
100,9.74674434267221e+20,4401177.76972546,363013.731509741,1.19748673584741e-14,1.8259069386847e-13,1.81363313771618e-13,2.31528796761405e-11,2.43726250833046e-13,2.42413330991123e-13
10000,1.37520325558808e+17,24511912.0748649,48297247.5794686,5.89230498817011e-16,2.21312965015758e-13,2.1859945868707e-13,2.324996839626e-13,2.35112700132695e-13,2.35112024289573e-13
1000000,1.36824776668662e+15,3908719814.36262,3047530229.24789,3.29729151085961e-16,1.22691180314662e-11,1.22690119970083e-11,1.1163250106528e-13,2.35396413480378e-13,2.35396413587876e-13
100000000,13682550662825.1,237007388428.053,498613829463.454,3.57379343696491e-16,1.22600855508146e-09,1.22600855522283e-09,1.23563195446905e-13,2.40800664513874e-13,2.40800664513859e-13
10000000000,172519887466885,6.24015204677867e+15,7.51743477129809e+15,3.02652725597689e-16,6.08109666777331e-09,6.08109666795468e-09,1.94528705288074e-14,2.61741979971975e-14,2.61741979749259e-14
1000000000000,22660079767.4,555031526053.493,662885144337.513,3.89074562706874e-16,5.41051381050435e-11,5.41051530727553e-11,3.19882560694928e-18,3.62718755288692e-18,3.62718755154541e-18
100000000000000,226473872.885065,5564492611.63101,6625897966.29023,2.94447914083477e-16,5.51775423553249e-13,5.51996991371449e-13,3.20254065378576e-22,3.62710907590914e-22,3.62708516418904e-22
